"logcon","smooth","K.S"
"1",0.012,NA,0.042711738969382
"2",0.001,NA,6.00175156008076e-05
"3",0.001,NA,6.63633287523169e-06
"4",0.002,NA,0.000565698421827632
"5",0.003,NA,0.00379192325370625
"6",0.001,NA,6.00175156008076e-05
"7",0.028,NA,0.0153884656148784
"8",0.001,NA,0.000754051894885976
"9",0.001,NA,0.00486178055538844
"10",0.001,NA,8.14700074069918e-07
"11",0.001,NA,1.25676477469305e-06
"12",0.001,NA,0.000304022930789682
"13",0.001,NA,2.07652221577703e-05
"14",0.001,NA,6.00175156008076e-05
"15",0.001,NA,0.00131525699734414
"16",0.001,NA,6.00175156008076e-05
"17",0.002,NA,0.00486178055538844
"18",0.005,NA,0.042711738969382
"19",0.001,NA,0.00486178055538844
"20",0.003,NA,0.00131525699734414
"21",0.003,NA,0.00991306014786442
"22",0.002,NA,0.0153884656148784
"23",0.001,NA,0.000995587375361429
"24",0.001,NA,0.00226209984200354
"25",0.001,NA,8.14700074069918e-07
"26",0.001,NA,0.00131525699734414
"27",0.001,NA,0.000304022930789682
"28",0.001,NA,1.25676477469305e-06
"29",0.001,NA,6.00175156008076e-05
"30",0.001,NA,0.00486178055538844
"31",0.001,NA,4.31213369015415e-05
"32",0.001,NA,6.00175156008076e-05
"33",0.001,NA,2.07652221577703e-05
"34",0.001,NA,9.87712549738173e-06
"35",0.003,NA,0.0153884656148784
"36",0.001,NA,0.000995587375361429
"37",0.001,NA,0.00226209984200354
"38",0.001,NA,0.000754051894885976
"39",0.001,NA,0.000995587375361429
"40",0.001,NA,0.00226209984200354
"41",0.001,NA,0.000995587375361429
"42",0.003,NA,0.00486178055538844
"43",0.001,NA,0.000165925744671003
"44",0.001,NA,0.000995587375361429
"45",0.001,NA,0.00131525699734414
"46",0.001,NA,0.000995587375361429
"47",0.008,NA,0.0235963921429023
"48",0.001,NA,0.000304022930789682
"49",0.001,NA,3.0099578535947e-05
"50",0.001,NA,3.71469395132884e-07
"51",0.001,NA,6.00175156008076e-05
"52",0.001,NA,4.31213369015415e-05
"53",0.001,NA,6.63633287523169e-06
"54",0.004,NA,0.00781590304643887
"55",0.004,NA,0.0235963921429023
"56",0.001,NA,0.0153884656148784
"57",0.003,NA,0.00486178055538844
"58",0.001,NA,4.31213369015415e-05
"59",0.002,NA,0.000304022930789682
"60",0.001,NA,0.00293388097445924
"61",0.005,NA,0.042711738969382
"62",0.001,NA,0.000754051894885976
"63",0.001,NA,0.000565698421827632
"64",0.003,NA,0.0061554466603374
"65",0.005,NA,0.0153884656148784
"66",0.001,NA,6.63633287523169e-06
"67",0.001,NA,0.000754051894885976
"68",0.001,NA,0.00486178055538844
"69",0.001,NA,8.3767285239511e-05
"70",0.001,NA,8.14700074069918e-07
"71",0.001,NA,8.3767285239511e-05
"72",0.017,NA,0.0741284108856448
"73",0.001,NA,4.49197988261485e-06
"74",0.004,NA,0.000754051894885976
"75",0.001,NA,2.01829422796784e-06
"76",0.002,NA,0.00226209984200354
"77",0.001,NA,0.000304022930789682
"78",0.001,NA,5.6327531794409e-07
"79",0.001,NA,9.87712549738173e-06
"80",0.001,NA,6.00175156008076e-05
