"logcon","smooth","K.S"
"1",0.55,NA,0.380392026690902
"2",0.531,NA,0.335700352632256
"3",0.296,NA,0.143143523659279
"4",0.579,NA,0.424926216384804
"5",0.017,NA,0.0153884656148784
"6",0.807,NA,0.699591898907392
"7",0.084,NA,0.424926216384804
"8",0.346,NA,0.255943650553973
"9",0.743,NA,0.195517517300654
"10",0.05,NA,0.0515981549514742
"11",0.833,NA,0.850394930068128
"12",0.465,NA,0.424926216384804
"13",0.288,NA,0.380392026690902
"14",0.035,NA,0.0290800845283452
"15",0.317,NA,0.225355709764238
"16",0.499,NA,0.335700352632256
"17",0.005,NA,0.0124506515852041
"18",0.665,NA,0.639157512301366
"19",0.319,NA,0.528636444814501
"20",0.824,NA,0.75312400165754
"21",0.88,NA,0.584470467364235
"22",0.508,NA,0.474334165551545
"23",0.495,NA,0.424926216384804
"24",0.281,NA,0.122762815314633
"25",0.812,NA,0.959703183178312
"26",0.898,NA,0.639157512301366
"27",0.692,NA,0.89860822198259
"28",0.85,NA,0.935581912854196
"29",0.821,NA,0.639157512301366
"30",0.214,NA,0.335700352632256
"31",0.567,NA,0.639157512301366
"32",0.499,NA,0.584470467364235
"33",0.861,NA,0.89860822198259
"34",0.292,NA,0.293378998554977
"35",0.83,NA,0.584470467364235
"36",0.67,NA,0.584470467364235
"37",0.986,NA,0.999989414574348
"38",0.513,NA,0.850394930068128
"39",0.071,NA,0.167629861468165
"40",0.582,NA,0.699591898907392
"41",0.187,NA,0.225355709764238
"42",0.289,NA,0.167629861468165
"43",0.577,NA,0.89860822198259
"44",0.173,NA,0.293378998554977
"45",0.98,NA,0.639157512301366
"46",0.766,NA,0.699591898907392
"47",0.738,NA,0.996938367765726
"48",0.306,NA,0.584470467364235
"49",0.656,NA,0.804038612874548
"50",0.446,NA,0.474334165551545
"51",0.945,NA,0.75312400165754
"52",0.661,NA,0.75312400165754
"53",0.087,NA,0.424926216384804
"54",0.335,NA,0.584470467364235
"55",0.293,NA,0.167629861468165
"56",0.298,NA,0.380392026690902
"57",0.556,NA,0.584470467364235
"58",0.886,NA,0.850394930068128
"59",0.966,NA,0.996938367765726
"60",0.808,NA,0.89860822198259
"61",0.474,NA,0.584470467364235
"62",0.819,NA,0.959703183178312
"63",0.908,NA,0.699591898907392
"64",0.209,NA,0.255943650553973
"65",0.677,NA,0.528636444814501
"66",0.547,NA,0.699591898907392
"67",0.601,NA,0.639157512301366
"68",0.645,NA,0.850394930068128
"69",0.537,NA,0.335700352632256
"70",0.079,NA,0.042711738969382
"71",0.767,NA,0.804038612874548
"72",0.577,NA,0.584470467364235
"73",0.978,NA,0.977062272097343
"74",0.987,NA,0.990625606021044
"75",0.593,NA,0.584470467364235
"76",0.094,NA,0.062190003462748
"77",0.157,NA,0.0741284108856448
"78",0.291,NA,0.143143523659279
"79",0.41,NA,0.293378998554977
"80",0.15,NA,0.225355709764238
"81",0.201,NA,0.699591898907392
"82",0.838,NA,0.935581912854196
"83",0.274,NA,0.639157512301366
"84",0.452,NA,0.380392026690902
"85",0.039,NA,0.08829099122278
"86",0.485,NA,0.75312400165754
"87",0.723,NA,0.996938367765726
"88",0.182,NA,0.0515981549514742
"89",0.62,NA,0.639157512301366
"90",0.344,NA,0.75312400165754
"91",0.188,NA,0.699591898907392
"92",0.035,NA,0.062190003462748
