"logcon","smooth","K.S"
"1",0.001,NA,0.000565698421827632
"2",0.001,NA,1.25676477469305e-06
"3",0.001,NA,5.87538133700605e-08
"4",0.001,NA,6.63633287523169e-06
"5",0.001,NA,0.000304022930789682
"6",0.001,NA,6.63633287523169e-06
"7",0.004,NA,0.000754051894885976
"8",0.001,NA,6.63633287523169e-06
"9",0.001,NA,0.00131525699734414
"10",0.001,NA,7.32900506950074e-09
"11",0.001,NA,8.95304619330517e-09
"12",0.001,NA,4.31213369015415e-05
"13",0.001,NA,1.19547458155012e-07
"14",0.001,NA,7.32900506950074e-09
"15",0.001,NA,1.43355342960838e-05
"16",0.001,NA,8.14700074069918e-07
"17",0.001,NA,0.000414535182163278
"18",0.001,NA,0.00781590304643887
"19",0.001,NA,0.000304022930789682
"20",0.001,NA,0.000754051894885976
"21",0.001,NA,6.00175156008076e-05
"22",0.001,NA,0.00379192325370625
"23",0.001,NA,0.000304022930789682
"24",0.001,NA,0.000118525403126402
"25",0.001,NA,1.19547458155012e-07
"26",0.001,NA,6.00175156008076e-05
"27",0.001,NA,0.000225266396098323
"28",0.001,NA,1.25676477469305e-06
"29",0.001,NA,1.19547458155012e-07
"30",0.001,NA,0.000304022930789682
"31",0.001,NA,2.01829422796784e-06
"32",0.001,NA,6.63633287523169e-06
"33",0.001,NA,1.19547458155012e-07
"34",0.001,NA,9.87712549738173e-06
"35",0.001,NA,6.00175156008076e-05
"36",0.001,NA,6.00175156008076e-05
"37",0.001,NA,6.00175156008076e-05
"38",0.001,NA,3.06603408173345e-06
"39",0.001,NA,6.00175156008076e-05
"40",0.001,NA,4.31213369015415e-05
"41",0.001,NA,3.0099578535947e-05
"42",0.001,NA,0.000995587375361429
"43",0.001,NA,9.87712549738173e-06
"44",0.001,NA,6.00175156008076e-05
"45",0.001,NA,9.87712549738173e-06
"46",0.001,NA,0.000165925744671003
"47",0.001,NA,0.000754051894885976
"48",0.001,NA,4.49197988261485e-06
"49",0.001,NA,1.25676477469305e-06
"50",0.001,NA,6.24631013579346e-10
"51",0.001,NA,4.31213369015415e-05
"52",0.001,NA,8.31554388680544e-08
"53",0.001,NA,7.32900506950074e-09
"54",0.001,NA,0.000995587375361429
"55",0.001,NA,0.00379192325370625
"56",0.001,NA,8.14700074069918e-07
"57",0.001,NA,0.00131525699734414
"58",0.001,NA,3.71469395132884e-07
"59",0.001,NA,8.14700074069918e-07
"60",0.001,NA,2.07652221577703e-05
"61",0.001,NA,0.00293388097445924
"62",0.001,NA,4.49197988261485e-06
"63",0.001,NA,9.87712549738173e-06
"64",0.001,NA,0.000118525403126402
"65",0.001,NA,0.00131525699734414
"66",0.001,NA,1.19547458155012e-07
"67",0.001,NA,6.63633287523169e-06
"68",0.001,NA,2.07652221577703e-05
"69",0.001,NA,2.07652221577703e-05
"70",0.001,NA,8.31554388680544e-08
"71",0.001,NA,4.49197988261485e-06
"72",0.002,NA,0.0153884656148784
"73",0.001,NA,4.49197988261485e-06
"74",0.001,NA,6.00175156008076e-05
"75",0.001,NA,4.20584944649249e-09
"76",0.001,NA,0.000225266396098323
"77",0.001,NA,8.3767285239511e-05
"78",0.001,NA,8.95304619330517e-09
"79",0.001,NA,1.19547458155012e-07
"80",0.001,NA,3.0099578535947e-05
"81",0.001,NA,4.49197988261485e-06
"82",0.001,NA,6.24631013579346e-10
"83",0.001,NA,0.000304022930789682
"84",0.001,NA,8.3767285239511e-05
"85",0.002,NA,0.00131525699734414
"86",0.001,NA,3.71469395132884e-07
"87",0.001,NA,8.14700074069918e-07
"88",0.001,NA,0.000225266396098323
"89",0.001,NA,0.000304022930789682
"90",0.001,NA,0.000304022930789682
"91",0.001,NA,9.87712549738173e-06
"92",0.001,NA,1.19547458155012e-07
"93",0.001,NA,6.63633287523169e-06
"94",0.001,NA,4.49197988261485e-06
"95",0.001,NA,1.25676477469305e-06
"96",0.001,NA,1.19547458155012e-07
"97",0.001,NA,1.19547458155012e-07
"98",0.001,NA,8.95304619330517e-09
"99",0.001,NA,8.14700074069918e-07
"100",0.001,NA,1.25676477469305e-06
"101",0.001,NA,3.17243209480012e-08
"102",0.001,NA,6.00175156008076e-05
"103",0.001,NA,1.19547458155012e-07
"104",0.001,NA,2.07652221577703e-05
"105",0.001,NA,8.31554388680544e-08
"106",0.001,NA,8.3767285239511e-05
"107",0.001,NA,4.49197988261485e-06
"108",0.001,NA,0.000225266396098323
"109",0.001,NA,9.87712549738173e-06
"110",0.008,NA,0.0290800845283452
"111",0.001,NA,4.20584944649249e-09
"112",0.001,NA,3.06603408173345e-06
"113",0.001,NA,1.25676477469305e-06
"114",0.001,NA,0.000565698421827632
"115",0.001,NA,4.20584944649249e-09
"116",0.001,NA,3.71469395132884e-07
"117",0.001,NA,8.14700074069918e-07
"118",0.001,NA,0.000225266396098323
"119",0.002,NA,0.000304022930789682
"120",0.001,NA,0.000165925744671003
"121",0.001,NA,5.6327531794409e-07
"122",0.001,NA,6.63633287523169e-06
"123",0.001,NA,1.25676477469305e-06
"124",0.001,NA,3.0099578535947e-05
"125",0.001,NA,9.87712549738173e-06
"126",0.001,NA,0.000304022930789682
"127",0.001,NA,0.000118525403126402
"128",0.002,NA,0.00486178055538844
"129",0.001,NA,8.31554388680544e-08
"130",0.001,NA,0.000754051894885976
"131",0.001,NA,8.14700074069918e-07
"132",0.001,NA,1.43355342960838e-05
"133",0.001,NA,8.95304619330517e-09
"134",0.001,NA,9.87712549738173e-06
"135",0.001,NA,2.07652221577703e-05
"136",0.001,NA,8.95304619330517e-09
"137",0.001,NA,8.3767285239511e-05
"138",0.001,NA,7.32900506950074e-09
"139",0.001,NA,8.14700074069918e-07
"140",0.003,NA,0.0124506515852041
"141",0.001,NA,1.19547458155012e-07
"142",0.001,NA,1.25676477469305e-06
"143",0.001,NA,0.000165925744671003
"144",0.001,NA,2.83922885202514e-11
"145",0.002,NA,0.00379192325370625
"146",0.002,NA,0.000118525403126402
"147",0.001,NA,7.32900506950074e-09
"148",0.001,NA,1.25676477469305e-06
"149",0.001,NA,7.32900506950074e-09
"150",0.001,NA,0.00131525699734414
"151",0.001,NA,0.000304022930789682
"152",0.001,NA,7.32900506950074e-09
"153",0.001,NA,4.31213369015415e-05
"154",0.001,NA,6.63633287523169e-06
"155",0.001,NA,8.14700074069918e-07
"156",0.001,NA,3.0099578535947e-05
"157",0.001,NA,6.00175156008076e-05
"158",0.001,NA,3.06603408173345e-06
"159",0.001,NA,6.00175156008076e-05
"160",0.001,NA,0.000118525403126402
"161",0.004,NA,0.00486178055538844
"162",0.001,NA,8.95304619330517e-09
"163",0.001,NA,8.95304619330517e-09
"164",0.001,NA,8.95304619330517e-09
"165",0.001,NA,4.31213369015415e-05
"166",0.001,NA,3.0099578535947e-05
"167",0.001,NA,9.87712549738173e-06
"168",0.001,NA,0.000565698421827632
"169",0.001,NA,1.25676477469305e-06
"170",0.001,NA,0.000565698421827632
"171",0.001,NA,6.00175156008076e-05
"172",0.001,NA,8.14700074069918e-07
"173",0.001,NA,4.31213369015415e-05
"174",0.001,NA,6.00175156008076e-05
"175",0.001,NA,9.87712549738173e-06
"176",0.001,NA,5.87538133700605e-08
"177",0.001,NA,8.31554388680544e-08
"178",0.002,NA,0.00131525699734414
"179",0.001,NA,9.87712549738173e-06
"180",0.001,NA,8.95304619330517e-09
"181",0.001,NA,9.87712549738173e-06
"182",0.001,NA,0.000754051894885976
"183",0.001,NA,0.00131525699734414
"184",0.001,NA,6.00175156008076e-05
"185",0.001,NA,6.63633287523169e-06
"186",0.001,NA,8.31554388680544e-08
"187",0.001,NA,3.71469395132884e-07
